level	targets	status	latestReview	prerequisites	nextAction
directory	tests/dropin	pending		file:tests/dropin/dropin_behavior_policy_test.zig;file:tests/dropin/dropin_loader_test.zig;file:tests/dropin/dropin_proc_manifest_test.zig;file:tests/dropin/dropin_router_test.zig;file:tests/dropin/dropin_symbol_ownership_test.zig	Read and review the complete scope.
directory	tests/full	pending		file:tests/full/command_scope_test.zig;file:tests/full/surface_api_test.zig	Read and review the complete scope.
directory	tests/metal	pending		file:tests/metal/metal_library_cache_test.zig;file:tests/metal/metal_mod_integration_test.zig;file:tests/metal/metal_native_unit_test.zig;file:tests/metal/metal_render_state_test.zig;file:tests/metal/metal_resources_test.zig;file:tests/metal/metal_timing_semantics_test.zig	Read and review the complete scope.
directory	tests/modules	pending		file:tests/modules/module_promotions_test.zig	Read and review the complete scope.
directory	tests/support	pending		file:tests/support/provider_harness.zig	Read and review the complete scope.
directory	tests/vulkan	pending		file:tests/vulkan/vulkan_mod_integration_test.zig;file:tests/vulkan/vulkan_mod_test_support.zig;file:tests/vulkan/vulkan_native_runtime_test.zig;file:tests/vulkan/vulkan_native_unit_test.zig;file:tests/vulkan/vulkan_render_pipeline_test.zig;file:tests/vulkan/vulkan_timing_semantics_test.zig	Read and review the complete scope.
directory	tests/wgsl	pending		file:tests/wgsl/coverage_builtin_spec_test.zig;file:tests/wgsl/coverage_builtin_test.zig;file:tests/wgsl/coverage_expr_stmt_test.zig;file:tests/wgsl/coverage_resource_test.zig;file:tests/wgsl/coverage_stage_texture_test.zig;file:tests/wgsl/coverage_type_decl_test.zig;file:tests/wgsl/emit_csl_builtin_shim_test.zig;file:tests/wgsl/emit_csl_classify_reduction_test.zig;file:tests/wgsl/emit_csl_classify_test.zig;file:tests/wgsl/emit_csl_exec_v1_test.zig;file:tests/wgsl/emit_csl_ir_walk_loop_test.zig;file:tests/wgsl/emit_csl_matmul_q4k_test.zig;file:tests/wgsl/emit_csl_reduction_layout_test.zig;file:tests/wgsl/emit_dxil_test.zig;file:tests/wgsl/emit_hlsl_codegen_test.zig;file:tests/wgsl/emit_hlsl_map_test.zig;file:tests/wgsl/emit_hlsl_stage_test.zig;file:tests/wgsl/emit_spirv_builder_test.zig;file:tests/wgsl/emit_spirv_builtin_test.zig;file:tests/wgsl/emit_spirv_if_termination_test.zig;file:tests/wgsl/emit_spirv_mixed_binary_test.zig;file:tests/wgsl/emit_spirv_stage_test.zig;file:tests/wgsl/exec_v1_paired_gate_canary_test.zig;file:tests/wgsl/ir_transform_float_fusion_test.zig;file:tests/wgsl/ir_transform_robustness_guard_alias_test.zig;file:tests/wgsl/ir_transform_robustness_resource_test.zig;file:tests/wgsl/ir_transform_robustness_test.zig;file:tests/wgsl/ir_transform_robustness_test_support.zig;file:tests/wgsl/mod_api_proof_preconditions_test.zig;file:tests/wgsl/mod_api_stage_and_pointer_test.zig;file:tests/wgsl/mod_api_test.zig;file:tests/wgsl/mod_api_test_support.zig;file:tests/wgsl/mod_api_translation_basics_test.zig;file:tests/wgsl/mod_backend_translation_test.zig;file:tests/wgsl/mod_bounds_local_test.zig;file:tests/wgsl/mod_bounds_loop_test.zig;file:tests/wgsl/mod_bounds_tiled_test.zig;file:tests/wgsl/mod_cslc_validate_test.zig;file:tests/wgsl/mod_dxil_test.zig;file:tests/wgsl/mod_error_contract_test.zig;file:tests/wgsl/mod_feature_translation_test.zig;file:tests/wgsl/mod_override_test.zig;file:tests/wgsl/runtime_compile_test.zig;file:tests/wgsl/shader_emit_test.zig;file:tests/wgsl/shader_emit_test_support.zig;file:tests/wgsl/shader_sema_test.zig;file:tests/wgsl/translation_facade_test.zig;file:tests/wgsl/translation_test_support.zig;file:tests/wgsl/tsir_digest_test.zig;file:tests/wgsl/tsir_emit_backend_skeleton_test.zig;file:tests/wgsl/tsir_emit_csl_test.zig;file:tests/wgsl/tsir_emit_kernel_body_test.zig;file:tests/wgsl/tsir_emit_webgpu_test.zig;file:tests/wgsl/tsir_frontend_test.zig;file:tests/wgsl/tsir_pipeline_test.zig;file:tests/wgsl/tsir_planner_test.zig;file:tests/wgsl/tsir_reference_interpreter_test.zig;file:tests/wgsl/tsir_scaffold_test.zig	Read and review the complete scope.
directory	tools	pending		file:tools/source_ast_inventory.zig	Read and review the complete scope.
within_directory	.	pending		directory:.;within_directory:bench;within_directory:src;within_directory:tests;within_directory:tools	Read and review the complete scope.
within_directory	bench	pending		directory:bench;within_directory:bench/compiler;within_directory:bench/entrypoints;within_directory:bench/host_hotpath	Read and review the complete scope.
within_directory	bench/compiler	pending		directory:bench/compiler	Read and review the complete scope.
within_directory	bench/entrypoints	pending		directory:bench/entrypoints	Read and review the complete scope.
within_directory	bench/host_hotpath	pending		directory:bench/host_hotpath	Read and review the complete scope.
within_directory	src	pending		directory:src;within_directory:src/app;within_directory:src/backend;within_directory:src/cli;within_directory:src/command;within_directory:src/compat;within_directory:src/compiler;within_directory:src/composition;within_directory:src/contracts;within_directory:src/core;within_directory:src/dropin;within_directory:src/evidence;within_directory:src/full;within_directory:src/integrations;within_directory:src/native;within_directory:src/plan;within_directory:src/quirk;within_directory:src/runtime;within_directory:src/spatial;within_directory:src/tooling;within_directory:src/verification	Read and review the complete scope.
within_directory	src/app	pending		directory:src/app	Read and review the complete scope.
within_directory	src/backend	pending		directory:src/backend;within_directory:src/backend/common;within_directory:src/backend/d3d12;within_directory:src/backend/metal;within_directory:src/backend/ports;within_directory:src/backend/vulkan	Read and review the complete scope.
within_directory	src/backend/common	pending		directory:src/backend/common	Read and review the complete scope.
within_directory	src/backend/d3d12	pending		directory:src/backend/d3d12;within_directory:src/backend/d3d12/commands;within_directory:src/backend/d3d12/resources;within_directory:src/backend/d3d12/surface	Read and review the complete scope.
within_directory	src/backend/d3d12/commands	pending		directory:src/backend/d3d12/commands	Read and review the complete scope.
within_directory	src/backend/d3d12/resources	pending		directory:src/backend/d3d12/resources	Read and review the complete scope.
within_directory	src/backend/d3d12/surface	pending		directory:src/backend/d3d12/surface	Read and review the complete scope.
within_directory	src/backend/metal	pending		directory:src/backend/metal	Read and review the complete scope.
within_directory	src/backend/ports	pending		directory:src/backend/ports	Read and review the complete scope.
within_directory	src/backend/vulkan	pending		directory:src/backend/vulkan	Read and review the complete scope.
within_directory	src/cli	pending		directory:src/cli;within_directory:src/cli/entrypoints	Read and review the complete scope.
within_directory	src/cli/entrypoints	pending		directory:src/cli/entrypoints	Read and review the complete scope.
within_directory	src/command	pending		directory:src/command	Read and review the complete scope.
within_directory	src/compat	pending		directory:src/compat	Read and review the complete scope.
within_directory	src/compiler	pending		directory:src/compiler;within_directory:src/compiler/targets;within_directory:src/compiler/tsir;within_directory:src/compiler/wgsl	Read and review the complete scope.
within_directory	src/compiler/targets	pending		directory:src/compiler/targets	Read and review the complete scope.
within_directory	src/compiler/tsir	pending		directory:src/compiler/tsir;within_directory:src/compiler/tsir/tools	Read and review the complete scope.
within_directory	src/compiler/tsir/tools	pending		directory:src/compiler/tsir/tools	Read and review the complete scope.
within_directory	src/compiler/wgsl	pending		directory:src/compiler/wgsl;within_directory:src/compiler/wgsl/emit;within_directory:src/compiler/wgsl/frontend;within_directory:src/compiler/wgsl/ir;within_directory:src/compiler/wgsl/pipeline;within_directory:src/compiler/wgsl/proof;within_directory:src/compiler/wgsl/runtime	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit	pending		directory:src/compiler/wgsl/emit;within_directory:src/compiler/wgsl/emit/csl;within_directory:src/compiler/wgsl/emit/dxil;within_directory:src/compiler/wgsl/emit/hlsl;within_directory:src/compiler/wgsl/emit/msl;within_directory:src/compiler/wgsl/emit/spirv	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit/csl	pending		directory:src/compiler/wgsl/emit/csl	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit/dxil	pending		directory:src/compiler/wgsl/emit/dxil	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit/hlsl	pending		directory:src/compiler/wgsl/emit/hlsl	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit/msl	pending		directory:src/compiler/wgsl/emit/msl	Read and review the complete scope.
within_directory	src/compiler/wgsl/emit/spirv	pending		directory:src/compiler/wgsl/emit/spirv	Read and review the complete scope.
within_directory	src/compiler/wgsl/frontend	pending		directory:src/compiler/wgsl/frontend	Read and review the complete scope.
within_directory	src/compiler/wgsl/ir	pending		directory:src/compiler/wgsl/ir	Read and review the complete scope.
within_directory	src/compiler/wgsl/pipeline	pending		directory:src/compiler/wgsl/pipeline	Read and review the complete scope.
within_directory	src/compiler/wgsl/proof	pending		directory:src/compiler/wgsl/proof	Read and review the complete scope.
within_directory	src/compiler/wgsl/runtime	pending		directory:src/compiler/wgsl/runtime	Read and review the complete scope.
within_directory	src/composition	pending		directory:src/composition	Read and review the complete scope.
within_directory	src/contracts	pending		directory:src/contracts;within_directory:src/contracts/model;within_directory:src/contracts/numeric_stability;within_directory:src/contracts/primitives;within_directory:src/contracts/shader_abi	Read and review the complete scope.
within_directory	src/contracts/model	pending		directory:src/contracts/model	Read and review the complete scope.
within_directory	src/contracts/numeric_stability	pending		directory:src/contracts/numeric_stability	Read and review the complete scope.
within_directory	src/contracts/primitives	pending		directory:src/contracts/primitives	Read and review the complete scope.
within_directory	src/contracts/shader_abi	pending		directory:src/contracts/shader_abi	Read and review the complete scope.
within_directory	src/core	pending		directory:src/core;within_directory:src/core/abi;within_directory:src/core/compute;within_directory:src/core/queue;within_directory:src/core/resource;within_directory:src/core/runtime	Read and review the complete scope.
within_directory	src/core/abi	pending		directory:src/core/abi;within_directory:src/core/abi/generated;within_directory:src/core/abi/procs	Read and review the complete scope.
within_directory	src/core/abi/generated	pending		directory:src/core/abi/generated	Read and review the complete scope.
within_directory	src/core/abi/procs	pending		directory:src/core/abi/procs	Read and review the complete scope.
within_directory	src/core/compute	pending		directory:src/core/compute	Read and review the complete scope.
within_directory	src/core/queue	pending		directory:src/core/queue	Read and review the complete scope.
within_directory	src/core/resource	pending		directory:src/core/resource	Read and review the complete scope.
within_directory	src/core/runtime	pending		directory:src/core/runtime	Read and review the complete scope.
within_directory	src/dropin	pending		directory:src/dropin	Read and review the complete scope.
within_directory	src/evidence	pending		directory:src/evidence	Read and review the complete scope.
within_directory	src/full	pending		directory:src/full;within_directory:src/full/command;within_directory:src/full/lifecycle;within_directory:src/full/modules;within_directory:src/full/render;within_directory:src/full/surface	Read and review the complete scope.
within_directory	src/full/command	pending		directory:src/full/command	Read and review the complete scope.
within_directory	src/full/lifecycle	pending		directory:src/full/lifecycle	Read and review the complete scope.
within_directory	src/full/modules	pending		directory:src/full/modules;within_directory:src/full/modules/rendering;within_directory:src/full/modules/services	Read and review the complete scope.
within_directory	src/full/modules/rendering	pending		directory:src/full/modules/rendering	Read and review the complete scope.
within_directory	src/full/modules/services	pending		directory:src/full/modules/services	Read and review the complete scope.
within_directory	src/full/render	pending		directory:src/full/render	Read and review the complete scope.
within_directory	src/full/surface	pending		directory:src/full/surface	Read and review the complete scope.
within_directory	src/integrations	pending		directory:src/integrations;within_directory:src/integrations/onnxruntime	Read and review the complete scope.
within_directory	src/integrations/onnxruntime	pending		directory:src/integrations/onnxruntime	Read and review the complete scope.
within_directory	src/native	pending		directory:src/native;within_directory:src/native/api;within_directory:src/native/cache;within_directory:src/native/command;within_directory:src/native/compute;within_directory:src/native/diagnostics;within_directory:src/native/lifecycle;within_directory:src/native/queue;within_directory:src/native/render;within_directory:src/native/resource;within_directory:src/native/shader;within_directory:src/native/support;within_directory:src/native/surface;within_directory:src/native/vulkan	Read and review the complete scope.
within_directory	src/native/api	pending		directory:src/native/api	Read and review the complete scope.
within_directory	src/native/cache	pending		directory:src/native/cache	Read and review the complete scope.
within_directory	src/native/command	pending		directory:src/native/command	Read and review the complete scope.
within_directory	src/native/compute	pending		directory:src/native/compute	Read and review the complete scope.
within_directory	src/native/diagnostics	pending		directory:src/native/diagnostics	Read and review the complete scope.
within_directory	src/native/lifecycle	pending		directory:src/native/lifecycle	Read and review the complete scope.
within_directory	src/native/queue	pending		directory:src/native/queue	Read and review the complete scope.
within_directory	src/native/render	pending		directory:src/native/render	Read and review the complete scope.
within_directory	src/native/resource	pending		directory:src/native/resource	Read and review the complete scope.
within_directory	src/native/shader	pending		directory:src/native/shader	Read and review the complete scope.
within_directory	src/native/support	pending		directory:src/native/support	Read and review the complete scope.
within_directory	src/native/surface	pending		directory:src/native/surface	Read and review the complete scope.
within_directory	src/native/vulkan	pending		directory:src/native/vulkan	Read and review the complete scope.
within_directory	src/plan	pending		directory:src/plan	Read and review the complete scope.
within_directory	src/quirk	pending		directory:src/quirk	Read and review the complete scope.
within_directory	src/runtime	pending		directory:src/runtime;within_directory:src/runtime/cache;within_directory:src/runtime/device;within_directory:src/runtime/diagnostics;within_directory:src/runtime/numeric_stability;within_directory:src/runtime/queue;within_directory:src/runtime/render;within_directory:src/runtime/security;within_directory:src/runtime/simd;within_directory:src/runtime/trace	Read and review the complete scope.
within_directory	src/runtime/cache	pending		directory:src/runtime/cache	Read and review the complete scope.
within_directory	src/runtime/device	pending		directory:src/runtime/device	Read and review the complete scope.
within_directory	src/runtime/diagnostics	pending		directory:src/runtime/diagnostics	Read and review the complete scope.
within_directory	src/runtime/numeric_stability	pending		directory:src/runtime/numeric_stability;within_directory:src/runtime/numeric_stability/service	Read and review the complete scope.
within_directory	src/runtime/numeric_stability/service	pending		directory:src/runtime/numeric_stability/service	Read and review the complete scope.
within_directory	src/runtime/queue	pending		directory:src/runtime/queue	Read and review the complete scope.
within_directory	src/runtime/render	pending		directory:src/runtime/render	Read and review the complete scope.
within_directory	src/runtime/security	pending		directory:src/runtime/security	Read and review the complete scope.
within_directory	src/runtime/simd	pending		directory:src/runtime/simd	Read and review the complete scope.
within_directory	src/runtime/trace	pending		directory:src/runtime/trace	Read and review the complete scope.
within_directory	src/spatial	pending		directory:src/spatial;within_directory:src/spatial/csl	Read and review the complete scope.
within_directory	src/spatial/csl	pending		directory:src/spatial/csl	Read and review the complete scope.
within_directory	src/tooling	pending		directory:src/tooling	Read and review the complete scope.
within_directory	src/verification	pending		directory:src/verification	Read and review the complete scope.
within_directory	tests	pending		directory:tests;within_directory:tests/backend;within_directory:tests/core;within_directory:tests/d3d12;within_directory:tests/dropin;within_directory:tests/full;within_directory:tests/metal;within_directory:tests/modules;within_directory:tests/support;within_directory:tests/vulkan;within_directory:tests/wgsl	Read and review the complete scope.
within_directory	tests/backend	pending		directory:tests/backend	Read and review the complete scope.
within_directory	tests/core	pending		directory:tests/core	Read and review the complete scope.
within_directory	tests/d3d12	pending		directory:tests/d3d12	Read and review the complete scope.
within_directory	tests/dropin	pending		directory:tests/dropin	Read and review the complete scope.
within_directory	tests/full	pending		directory:tests/full	Read and review the complete scope.
within_directory	tests/metal	pending		directory:tests/metal	Read and review the complete scope.
within_directory	tests/modules	pending		directory:tests/modules	Read and review the complete scope.
within_directory	tests/support	pending		directory:tests/support	Read and review the complete scope.
within_directory	tests/vulkan	pending		directory:tests/vulkan	Read and review the complete scope.
within_directory	tests/wgsl	pending		directory:tests/wgsl	Read and review the complete scope.
within_directory	tools	pending		directory:tools	Read and review the complete scope.
cross_directory	src|src/app	pending		within_directory:src;within_directory:src/app	Read and review the complete scope.
cross_directory	src|src/backend/ports	pending		within_directory:src;within_directory:src/backend/ports	Read and review the complete scope.
cross_directory	src|src/cli	pending		within_directory:src;within_directory:src/cli	Read and review the complete scope.
cross_directory	src|src/compiler	pending		within_directory:src;within_directory:src/compiler	Read and review the complete scope.
cross_directory	src|src/composition	pending		within_directory:src;within_directory:src/composition	Read and review the complete scope.
cross_directory	src|src/contracts	pending		within_directory:src;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src|src/dropin	pending		within_directory:src;within_directory:src/dropin	Read and review the complete scope.
cross_directory	src|src/evidence	pending		within_directory:src;within_directory:src/evidence	Read and review the complete scope.
cross_directory	src|src/plan	pending		within_directory:src;within_directory:src/plan	Read and review the complete scope.
cross_directory	src|src/runtime	pending		within_directory:src;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src|src/verification	pending		within_directory:src;within_directory:src/verification	Read and review the complete scope.
cross_directory	src/app|src/backend/ports	pending		within_directory:src/app;within_directory:src/backend/ports	Read and review the complete scope.
cross_directory	src/app|src/contracts	pending		within_directory:src/app;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/app|src/contracts/model	pending		within_directory:src/app;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/app|src/runtime	pending		within_directory:src/app;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src/backend|src/backend/common	pending		within_directory:src/backend;within_directory:src/backend/common	Read and review the complete scope.
cross_directory	src/backend|src/backend/d3d12	pending		within_directory:src/backend;within_directory:src/backend/d3d12	Read and review the complete scope.
cross_directory	src/backend|src/backend/d3d12/commands	pending		within_directory:src/backend;within_directory:src/backend/d3d12/commands	Read and review the complete scope.
cross_directory	src/backend|src/backend/metal	pending		within_directory:src/backend;within_directory:src/backend/metal	Read and review the complete scope.
cross_directory	src/backend|src/backend/ports	pending		within_directory:src/backend;within_directory:src/backend/ports	Read and review the complete scope.
cross_directory	src/backend|src/backend/vulkan	pending		within_directory:src/backend;within_directory:src/backend/vulkan	Read and review the complete scope.
cross_directory	src/backend|src/compat	pending		within_directory:src/backend;within_directory:src/compat	Read and review the complete scope.
cross_directory	src/backend|src/composition	pending		within_directory:src/backend;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/backend|src/contracts	pending		within_directory:src/backend;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend|src/contracts/model	pending		within_directory:src/backend;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend|src/core/abi	pending		within_directory:src/backend;within_directory:src/core/abi	Read and review the complete scope.
cross_directory	src/backend|src/core/abi/procs	pending		within_directory:src/backend;within_directory:src/core/abi/procs	Read and review the complete scope.
cross_directory	src/backend|src/core/compute	pending		within_directory:src/backend;within_directory:src/core/compute	Read and review the complete scope.
cross_directory	src/backend|src/core/queue	pending		within_directory:src/backend;within_directory:src/core/queue	Read and review the complete scope.
cross_directory	src/backend|src/core/resource	pending		within_directory:src/backend;within_directory:src/core/resource	Read and review the complete scope.
cross_directory	src/backend|src/core/runtime	pending		within_directory:src/backend;within_directory:src/core/runtime	Read and review the complete scope.
cross_directory	src/backend|src/dropin	pending		within_directory:src/backend;within_directory:src/dropin	Read and review the complete scope.
cross_directory	src/backend|src/full/command	pending		within_directory:src/backend;within_directory:src/full/command	Read and review the complete scope.
cross_directory	src/backend|src/full/surface	pending		within_directory:src/backend;within_directory:src/full/surface	Read and review the complete scope.
cross_directory	src/backend|src/native/cache	pending		within_directory:src/backend;within_directory:src/native/cache	Read and review the complete scope.
cross_directory	src/backend|src/native/compute	pending		within_directory:src/backend;within_directory:src/native/compute	Read and review the complete scope.
cross_directory	src/backend|src/native/lifecycle	pending		within_directory:src/backend;within_directory:src/native/lifecycle	Read and review the complete scope.
cross_directory	src/backend|src/native/queue	pending		within_directory:src/backend;within_directory:src/native/queue	Read and review the complete scope.
cross_directory	src/backend|src/native/render	pending		within_directory:src/backend;within_directory:src/native/render	Read and review the complete scope.
cross_directory	src/backend|src/native/resource	pending		within_directory:src/backend;within_directory:src/native/resource	Read and review the complete scope.
cross_directory	src/backend|src/native/shader	pending		within_directory:src/backend;within_directory:src/native/shader	Read and review the complete scope.
cross_directory	src/backend|src/native/support	pending		within_directory:src/backend;within_directory:src/native/support	Read and review the complete scope.
cross_directory	src/backend|src/native/surface	pending		within_directory:src/backend;within_directory:src/native/surface	Read and review the complete scope.
cross_directory	src/backend|src/native/vulkan	pending		within_directory:src/backend;within_directory:src/native/vulkan	Read and review the complete scope.
cross_directory	src/backend|src/runtime	pending		within_directory:src/backend;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src/backend|src/runtime/diagnostics	pending		within_directory:src/backend;within_directory:src/runtime/diagnostics	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/d3d12	pending		within_directory:src/backend/common;within_directory:src/backend/d3d12	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/d3d12/commands	pending		within_directory:src/backend/common;within_directory:src/backend/d3d12/commands	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/d3d12/resources	pending		within_directory:src/backend/common;within_directory:src/backend/d3d12/resources	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/d3d12/surface	pending		within_directory:src/backend/common;within_directory:src/backend/d3d12/surface	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/metal	pending		within_directory:src/backend/common;within_directory:src/backend/metal	Read and review the complete scope.
cross_directory	src/backend/common|src/backend/vulkan	pending		within_directory:src/backend/common;within_directory:src/backend/vulkan	Read and review the complete scope.
cross_directory	src/backend/common|src/contracts	pending		within_directory:src/backend/common;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/common|src/full/surface	pending		within_directory:src/backend/common;within_directory:src/full/surface	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/backend/d3d12/commands	pending		within_directory:src/backend/d3d12;within_directory:src/backend/d3d12/commands	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/backend/d3d12/resources	pending		within_directory:src/backend/d3d12;within_directory:src/backend/d3d12/resources	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/backend/d3d12/surface	pending		within_directory:src/backend/d3d12;within_directory:src/backend/d3d12/surface	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/backend/ports	pending		within_directory:src/backend/d3d12;within_directory:src/backend/ports	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/compiler/wgsl/pipeline	pending		within_directory:src/backend/d3d12;within_directory:src/compiler/wgsl/pipeline	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/composition	pending		within_directory:src/backend/d3d12;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/contracts	pending		within_directory:src/backend/d3d12;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/contracts/model	pending		within_directory:src/backend/d3d12;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/contracts/shader_abi	pending		within_directory:src/backend/d3d12;within_directory:src/contracts/shader_abi	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/core/abi	pending		within_directory:src/backend/d3d12;within_directory:src/core/abi	Read and review the complete scope.
cross_directory	src/backend/d3d12|src/runtime/render	pending		within_directory:src/backend/d3d12;within_directory:src/runtime/render	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/backend/d3d12/resources	pending		within_directory:src/backend/d3d12/commands;within_directory:src/backend/d3d12/resources	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/contracts	pending		within_directory:src/backend/d3d12/commands;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/contracts/model	pending		within_directory:src/backend/d3d12/commands;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/core/abi	pending		within_directory:src/backend/d3d12/commands;within_directory:src/core/abi	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/native/support	pending		within_directory:src/backend/d3d12/commands;within_directory:src/native/support	Read and review the complete scope.
cross_directory	src/backend/d3d12/commands|src/runtime/render	pending		within_directory:src/backend/d3d12/commands;within_directory:src/runtime/render	Read and review the complete scope.
cross_directory	src/backend/d3d12/resources|src/contracts/model	pending		within_directory:src/backend/d3d12/resources;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/d3d12/surface|src/contracts/model	pending		within_directory:src/backend/d3d12/surface;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/metal|src/backend/ports	pending		within_directory:src/backend/metal;within_directory:src/backend/ports	Read and review the complete scope.
cross_directory	src/backend/metal|src/compiler/wgsl/emit/msl	pending		within_directory:src/backend/metal;within_directory:src/compiler/wgsl/emit/msl	Read and review the complete scope.
cross_directory	src/backend/metal|src/compiler/wgsl/pipeline	pending		within_directory:src/backend/metal;within_directory:src/compiler/wgsl/pipeline	Read and review the complete scope.
cross_directory	src/backend/metal|src/compiler/wgsl/runtime	pending		within_directory:src/backend/metal;within_directory:src/compiler/wgsl/runtime	Read and review the complete scope.
cross_directory	src/backend/metal|src/composition	pending		within_directory:src/backend/metal;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/backend/metal|src/contracts	pending		within_directory:src/backend/metal;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/metal|src/contracts/model	pending		within_directory:src/backend/metal;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/metal|src/runtime	pending		within_directory:src/backend/metal;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src/backend/ports|src/backend/vulkan	pending		within_directory:src/backend/ports;within_directory:src/backend/vulkan	Read and review the complete scope.
cross_directory	src/backend/ports|src/composition	pending		within_directory:src/backend/ports;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/backend/ports|src/contracts	pending		within_directory:src/backend/ports;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/ports|src/contracts/model	pending		within_directory:src/backend/ports;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/ports|src/runtime	pending		within_directory:src/backend/ports;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/compiler/wgsl/pipeline	pending		within_directory:src/backend/vulkan;within_directory:src/compiler/wgsl/pipeline	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/composition	pending		within_directory:src/backend/vulkan;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/contracts	pending		within_directory:src/backend/vulkan;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/contracts/model	pending		within_directory:src/backend/vulkan;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/core/abi	pending		within_directory:src/backend/vulkan;within_directory:src/core/abi	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/native/vulkan	pending		within_directory:src/backend/vulkan;within_directory:src/native/vulkan	Read and review the complete scope.
cross_directory	src/backend/vulkan|src/runtime/render	pending		within_directory:src/backend/vulkan;within_directory:src/runtime/render	Read and review the complete scope.
cross_directory	src/cli|src/cli/entrypoints	pending		within_directory:src/cli;within_directory:src/cli/entrypoints	Read and review the complete scope.
cross_directory	src/cli|src/command	pending		within_directory:src/cli;within_directory:src/command	Read and review the complete scope.
cross_directory	src/cli|src/composition	pending		within_directory:src/cli;within_directory:src/composition	Read and review the complete scope.
cross_directory	src/cli|src/contracts	pending		within_directory:src/cli;within_directory:src/contracts	Read and review the complete scope.
cross_directory	src/cli|src/contracts/model	pending		within_directory:src/cli;within_directory:src/contracts/model	Read and review the complete scope.
cross_directory	src/cli|src/core/abi	pending		within_directory:src/cli;within_directory:src/core/abi	Read and review the complete scope.
cross_directory	src/cli|src/full/modules/rendering	pending		within_directory:src/cli;within_directory:src/full/modules/rendering	Read and review the complete scope.
cross_directory	src/cli|src/full/modules/services	pending		within_directory:src/cli;within_directory:src/full/modules/services	Read and review the complete scope.
cross_directory	src/cli|src/plan	pending		within_directory:src/cli;within_directory:src/plan	Read and review the complete scope.
cross_directory	src/cli|src/quirk	pending		within_directory:src/cli;within_directory:src/quirk	Read and review the complete scope.
cross_directory	src/cli|src/runtime	pending		within_directory:src/cli;within_directory:src/runtime	Read and review the complete scope.
cross_directory	src/cli|src/runtime/numeric_stability	pending		within_directory:src/cli;within_directory:src/runtime/numeric_stability	Read and review the complete scope.
cross_directory	src/cli|src/runtime/trace	pending		within_directory:src/cli;within_directory:src/runtime/trace	Read and review the complete scope.
cross_directory	src/cli|src/tooling	pending		within_directory:src/cli;within_directory:src/tooling	Read and review the complete scope.
